Column1;slugSeason;nameTeam;namePlayer;statusPlayer;isFinalSeason;isWaived;isOnRoster;isNonGuaranteed;isTeamOption;isPlayerOption;typeContractDetail;value;ID;FIRST_NAME;LAST_NAME;DISPLAY_LAST_COMMA_FIRST;DISPLAY_FI_LAST;PLAYER_SLUG;BIRTHDATE;SCHOOL;COUNTRY;LAST_AFFILIATION;HEIGHT;WEIGHT;SEASON_EXP;JERSEY;POSITION;ROSTERSTATUS;GAMES_PLAYED_CURRENT_SEASON_FLAG;TEAM_ID;TEAM_NAME;TEAM_ABBREVIATION;TEAM_CODE;TEAM_CITY;PLAYERCODE;FROM_YEAR;TO_YEAR;DLEAGUE_FLAG;NBA_FLAG;GAMES_PLAYED_FLAG;DRAFT_YEAR;DRAFT_ROUND;DRAFT_NUMBER;PTS;AST;REB;ALL_STAR_APPEARANCES;PIE
643;2021-22;Memphis Grizzlies;Xavier Tillman Sr;current roster;0;0;1;0;0;0;Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644;2022-23;Memphis Grizzlies;Xavier Tillman Sr;current roster;1;0;1;0;0;0;Guaranteed;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;2023-24;Memphis Grizzlies;Xavier Tillman Sr;current roster;0;0;1;0;1;0;Team Option;1930681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;2020-21;Miami Heat;AJ Hammons;W;0;0;0;0;0;0;Not With Team;350087;1627773;AJ;Hammons;Hammons, AJ;A. Hammons;aj-hammons;27/08/1992 00:00;Purdue;USA;Purdue/USA;84;260;1;20;Center;Inactive;N;1610612742;Mavericks;DAL;mavericks;Dallas;aj_hammons;2016;2016;Y;Y;Y;2016;2;46;2.2;0.2;1.6;0;
647;2020-21;Miami Heat;Andre Iguodala;current roster;1;0;1;0;0;0;Guaranteed;15000000;2738;Andre;Iguodala;Iguodala, Andre;A. Iguodala;andre-iguodala;28/01/1984 00:00;Arizona;USA;Arizona/USA;78;215;16;28;Guard-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;andre_iguodala;2004;2020;N;Y;Y;2004;1;9;4.7;2.1;3.6;;0.081
648;2021-22;Miami Heat;Andre Iguodala;current roster;0;0;1;0;1;0;Team Option;15000000;2738;Andre;Iguodala;Iguodala, Andre;A. Iguodala;andre-iguodala;28/01/1984 00:00;Arizona;USA;Arizona/USA;78;215;16;28;Guard-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;andre_iguodala;2004;2020;N;Y;Y;2004;1;9;4.7;2.1;3.6;;0.081
649;2020-21;Miami Heat;Bam Adebayo;current roster;0;0;1;0;0;0;Guaranteed;5115492;1628389;Bam;Adebayo;Adebayo, Bam;B. Adebayo;bam-adebayo;18/07/1997 00:00;Kentucky;USA;Kentucky/USA;81;255;3;13;Center-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;bam_adebayo;2017;2020;N;Y;Y;2017;1;14;19.2;5.4;9.5;;0.167
650;2021-22;Miami Heat;Bam Adebayo;current roster;0;0;1;0;0;0;Guaranteed;28103500;1628389;Bam;Adebayo;Adebayo, Bam;B. Adebayo;bam-adebayo;18/07/1997 00:00;Kentucky;USA;Kentucky/USA;81;255;3;13;Center-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;bam_adebayo;2017;2020;N;Y;Y;2017;1;14;19.2;5.4;9.5;;0.167
651;2022-23;Miami Heat;Bam Adebayo;current roster;0;0;1;0;0;0;Guaranteed;30351780;1628389;Bam;Adebayo;Adebayo, Bam;B. Adebayo;bam-adebayo;18/07/1997 00:00;Kentucky;USA;Kentucky/USA;81;255;3;13;Center-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;bam_adebayo;2017;2020;N;Y;Y;2017;1;14;19.2;5.4;9.5;;0.167
652;2023-24;Miami Heat;Bam Adebayo;current roster;0;0;1;0;0;0;Guaranteed;32600060;1628389;Bam;Adebayo;Adebayo, Bam;B. Adebayo;bam-adebayo;18/07/1997 00:00;Kentucky;USA;Kentucky/USA;81;255;3;13;Center-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;bam_adebayo;2017;2020;N;Y;Y;2017;1;14;19.2;5.4;9.5;;0.167
653;2024-25;Miami Heat;Bam Adebayo;current roster;1;0;1;0;0;0;Guaranteed;34848340;1628389;Bam;Adebayo;Adebayo, Bam;B. Adebayo;bam-adebayo;18/07/1997 00:00;Kentucky;USA;Kentucky/USA;81;255;3;13;Center-Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;bam_adebayo;2017;2020;N;Y;Y;2017;1;14;19.2;5.4;9.5;;0.167
654;2020-21;Miami Heat;Duncan Robinson;current roster;0;0;1;0;0;0;Guaranteed;1663861;1629130;Duncan;Robinson;Robinson, Duncan;D. Robinson;duncan-robinson;22/04/1994 00:00;Michigan;USA;Michigan/USA;79;215;2;55;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;duncan_robinson;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;12.5;1.7;3.8;;0.07
655;2021-22;Miami Heat;Duncan Robinson;current roster;1;0;1;0;0;0;Qualifying Offer;4736102;1629130;Duncan;Robinson;Robinson, Duncan;D. Robinson;duncan-robinson;22/04/1994 00:00;Michigan;USA;Michigan/USA;79;215;2;55;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;duncan_robinson;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;12.5;1.7;3.8;;0.07
656;2021-22;Miami Heat;Gabe Vincent;current roster;1;0;1;0;0;0;Qualifying Offer;1669178;1629216;Gabe;Vincent;Vincent, Gabe;G. Vincent;gabe-vincent;14/06/1996 00:00;California-Santa Barbara;USA;California-Santa Barbara/USA;75;200;1;2;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;gabe_vincent;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;5.9;1.3;1.2;;0.053
657;2020-21;Miami Heat;Goran Dragic;current roster;1;0;1;0;0;0;Guaranteed;18000000;201609;Goran;Dragic;Dragic, Goran;G. Dragic;goran-dragic;6/05/1986 00:00;Union Olimpija;Slovenia;Union Olimpija/Slovenia;75;190;12;7;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;goran_dragic;2008;2020;N;Y;Y;2008;2;45;13.9;4.9;3.3;;0.102
658;2021-22;Miami Heat;Goran Dragic;current roster;0;0;1;0;1;0;Team Option;19440000;201609;Goran;Dragic;Dragic, Goran;G. Dragic;goran-dragic;6/05/1986 00:00;Union Olimpija;Slovenia;Union Olimpija/Slovenia;75;190;12;7;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;goran_dragic;2008;2020;N;Y;Y;2008;2;45;13.9;4.9;3.3;;0.102
659;2020-21;Miami Heat;Jimmy Butler;current roster;0;0;1;0;0;0;Guaranteed;34379100;202710;Jimmy;Butler;Butler, Jimmy;J. Butler;jimmy-butler;14/09/1989 00:00;Marquette;USA;Marquette/USA;79;230;9;22;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;jimmy_butler;2011;2020;N;Y;Y;2011;1;30;21.3;7.3;7.9;;0.19
660;2021-22;Miami Heat;Jimmy Butler;current roster;0;0;1;0;0;0;Guaranteed;36016200;202710;Jimmy;Butler;Butler, Jimmy;J. Butler;jimmy-butler;14/09/1989 00:00;Marquette;USA;Marquette/USA;79;230;9;22;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;jimmy_butler;2011;2020;N;Y;Y;2011;1;30;21.3;7.3;7.9;;0.19
661;2022-23;Miami Heat;Jimmy Butler;current roster;1;0;1;0;0;1;Player Option;37653300;202710;Jimmy;Butler;Butler, Jimmy;J. Butler;jimmy-butler;14/09/1989 00:00;Marquette;USA;Marquette/USA;79;230;9;22;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;jimmy_butler;2011;2020;N;Y;Y;2011;1;30;21.3;7.3;7.9;;0.19
662;2020-21;Miami Heat;Kendrick Nunn;current roster;0;0;1;0;0;0;Guaranteed;1663861;1629134;Kendrick;Nunn;Nunn, Kendrick;K. Nunn;kendrick-nunn;3/08/1995 00:00;Oakland;USA;Oakland/USA;74;190;1;25;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;kendrick_nunn;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;13.3;2.6;3.2;;0.09
663;2021-22;Miami Heat;Kendrick Nunn;current roster;1;0;1;0;0;0;Qualifying Offer;4736102;1629134;Kendrick;Nunn;Nunn, Kendrick;K. Nunn;kendrick-nunn;3/08/1995 00:00;Oakland;USA;Oakland/USA;74;190;1;25;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;kendrick_nunn;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;13.3;2.6;3.2;;0.09
664;2020-21;Miami Heat;KZ Okpala;current roster;0;0;1;0;0;0;Guaranteed;1517981;1629644;KZ;Okpala;Okpala, KZ;K. Okpala;kz-okpala;28/04/1999 00:00;Stanford;USA;Stanford/USA;80;215;1;4;Forward-Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;kz_okpala;2019;2020;Y;Y;Y;2019;2;32;2.7;0.4;2;;0.025
665;2021-22;Miami Heat;KZ Okpala;current roster;0;0;1;0;0;0;Guaranteed;1782621;1629644;KZ;Okpala;Okpala, KZ;K. Okpala;kz-okpala;28/04/1999 00:00;Stanford;USA;Stanford/USA;80;215;1;4;Forward-Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;kz_okpala;2019;2020;Y;Y;Y;2019;2;32;2.7;0.4;2;;0.025
666;2022-23;Miami Heat;KZ Okpala;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;1629644;KZ;Okpala;Okpala, KZ;K. Okpala;kz-okpala;28/04/1999 00:00;Stanford;USA;Stanford/USA;80;215;1;4;Forward-Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;kz_okpala;2019;2020;Y;Y;Y;2019;2;32;2.7;0.4;2;;0.025
667;2020-21;Miami Heat;Nemanja Bjelica;current roster;1;0;1;0;0;0;Guaranteed;7150000;202357;Nemanja;Bjelica;Bjelica, Nemanja;N. Bjelica;nemanja-bjelica;9/05/1988 00:00;Fenerbahce;Serbia;Fenerbahce/Serbia;82;234;5;8;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;nemanja_bjelica;2015;2020;N;Y;Y;2010;2;35;7.2;1.9;3.8;;0.089
668;2020-21;Miami Heat;Precious Achiuwa;current roster;0;0;1;0;0;0;Guaranteed;2582160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
669;2021-22;Miami Heat;Precious Achiuwa;current roster;0;0;1;0;0;0;Guaranteed;2711280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
670;2022-23;Miami Heat;Precious Achiuwa;current roster;0;0;1;0;1;0;Team Option;2840160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671;2023-24;Miami Heat;Precious Achiuwa;current roster;0;0;1;0;1;0;Team Option;4379527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672;2024-25;Miami Heat;Precious Achiuwa;current roster;1;0;1;0;0;0;Qualifying Offer;6275862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673;2020-21;Miami Heat;Ryan Anderson;W;0;0;0;0;0;0;Not With Team;5214583;201583;Ryan;Anderson;Anderson, Ryan;R. Anderson;ryan-anderson;6/05/1988 00:00;California;USA;California/USA;81;240;11;;Forward;Inactive;N;0;;;;;ryan_anderson;2008;2019;N;Y;Y;2008;1;21;12.3;0.9;5.3;0;
674;2021-22;Miami Heat;Ryan Anderson;W;0;0;0;0;0;0;Not With Team;5214583;201583;Ryan;Anderson;Anderson, Ryan;R. Anderson;ryan-anderson;6/05/1988 00:00;California;USA;California/USA;81;240;11;;Forward;Inactive;N;0;;;;;ryan_anderson;2008;2019;N;Y;Y;2008;1;21;12.3;0.9;5.3;0;
675;2020-21;Miami Heat;Trevor Ariza;current roster;1;0;1;0;0;0;Guaranteed;12800000;2772;Trevor;Ariza;Ariza, Trevor;T. Ariza;trevor-ariza;30/06/1985 00:00;UCLA;USA;UCLA/USA;80;215;16;0;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;trevor_ariza;2004;2020;N;Y;Y;2004;2;43;4;1;3.3;;0.056
676;2020-21;Miami Heat;Tyler Herro;current roster;0;0;1;0;0;0;Guaranteed;3822240;1629639;Tyler;Herro;Herro, Tyler;T. Herro;tyler-herro;20/01/2000 00:00;Kentucky;USA;Kentucky/USA;77;195;1;14;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;tyler_herro;2019;2020;N;Y;Y;2019;1;13;15.1;3.4;5.4;;0.099
677;2021-22;Miami Heat;Tyler Herro;current roster;0;0;1;0;0;0;Guaranteed;4004280;1629639;Tyler;Herro;Herro, Tyler;T. Herro;tyler-herro;20/01/2000 00:00;Kentucky;USA;Kentucky/USA;77;195;1;14;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;tyler_herro;2019;2020;N;Y;Y;2019;1;13;15.1;3.4;5.4;;0.099
678;2022-23;Miami Heat;Tyler Herro;current roster;0;0;1;0;1;0;Team Option;5722116;1629639;Tyler;Herro;Herro, Tyler;T. Herro;tyler-herro;20/01/2000 00:00;Kentucky;USA;Kentucky/USA;77;195;1;14;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;tyler_herro;2019;2020;N;Y;Y;2019;1;13;15.1;3.4;5.4;;0.099
679;2023-24;Miami Heat;Tyler Herro;current roster;1;0;1;0;0;0;Qualifying Offer;7913686;1629639;Tyler;Herro;Herro, Tyler;T. Herro;tyler-herro;20/01/2000 00:00;Kentucky;USA;Kentucky/USA;77;195;1;14;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;tyler_herro;2019;2020;N;Y;Y;2019;1;13;15.1;3.4;5.4;;0.099
680;2020-21;Miami Heat;Udonis Haslem;current roster;1;0;1;0;0;0;Guaranteed;1620564;2617;Udonis;Haslem;Haslem, Udonis;U. Haslem;udonis-haslem;9/06/1980 00:00;Florida;USA;Florida/USA;80;235;17;40;Forward;Active;N;1610612748;Heat;MIA;heat;Miami;udonis_haslem;2003;2020;N;Y;Y;Undrafted;Undrafted;Undrafted;3;0.3;4;;0.105
681;2020-21;Miami Heat;Victor Oladipo;current roster;1;0;1;0;0;0;Guaranteed;21000000;203506;Victor;Oladipo;Oladipo, Victor;V. Oladipo;victor-oladipo;4/05/1992 00:00;Indiana;USA;Indiana/USA;76;213;7;7;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;victor_oladipo;2013;2020;N;Y;Y;2013;1;2;20.8;4.7;5;;0.116
682;2020-21;Milwaukee Bucks;Bobby Portis;current roster;0;0;1;0;0;0;Guaranteed;3623000;1626171;Bobby;Portis;Portis, Bobby;B. Portis;bobby-portis;10/02/1995 00:00;Arkansas;USA;Arkansas/USA;82;250;5;9;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;bobby_portis;2015;2020;Y;Y;Y;2015;1;22;10.8;1.1;6.9;;0.127
683;2021-22;Milwaukee Bucks;Bobby Portis;current roster;1;0;1;0;0;1;Player Option;3804150;1626171;Bobby;Portis;Portis, Bobby;B. Portis;bobby-portis;10/02/1995 00:00;Arkansas;USA;Arkansas/USA;82;250;5;9;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;bobby_portis;2015;2020;Y;Y;Y;2015;1;22;10.8;1.1;6.9;;0.127
684;2020-21;Milwaukee Bucks;Brook Lopez;current roster;0;0;1;0;0;0;Guaranteed;12697675;201572;Brook;Lopez;Lopez, Brook;B. Lopez;brook-lopez;1/04/1988 00:00;Stanford;USA;Stanford/USA;84;282;12;11;Center;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;brook_lopez;2008;2020;N;Y;Y;2008;1;10;11.4;0.7;5;;0.078
685;2021-22;Milwaukee Bucks;Brook Lopez;current roster;0;0;1;0;0;0;Guaranteed;13302325;201572;Brook;Lopez;Lopez, Brook;B. Lopez;brook-lopez;1/04/1988 00:00;Stanford;USA;Stanford/USA;84;282;12;11;Center;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;brook_lopez;2008;2020;N;Y;Y;2008;1;10;11.4;0.7;5;;0.078
686;2022-23;Milwaukee Bucks;Brook Lopez;current roster;1;0;1;0;0;0;Guaranteed;13906976;201572;Brook;Lopez;Lopez, Brook;B. Lopez;brook-lopez;1/04/1988 00:00;Stanford;USA;Stanford/USA;84;282;12;11;Center;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;brook_lopez;2008;2020;N;Y;Y;2008;1;10;11.4;0.7;5;;0.078
687;2020-21;Milwaukee Bucks;Bryn Forbes;current roster;0;0;1;0;0;0;Guaranteed;2337145;1627854;Bryn;Forbes;Forbes, Bryn;B. Forbes;bryn-forbes;23/07/1993 00:00;Michigan State;USA;Michigan State/USA;74;205;4;7;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;bryn_forbes;2016;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;9.5;0.6;1.2;;0.068
688;2021-22;Milwaukee Bucks;Bryn Forbes;current roster;1;0;1;0;0;1;Player Option;2454002;1627854;Bryn;Forbes;Forbes, Bryn;B. Forbes;bryn-forbes;23/07/1993 00:00;Michigan State;USA;Michigan State/USA;74;205;4;7;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;bryn_forbes;2016;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;9.5;0.6;1.2;;0.068
689;2020-21;Milwaukee Bucks;Donte DiVencenzo;current roster;0;0;1;0;0;0;Guaranteed;3044160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;2021-22;Milwaukee Bucks;Donte DiVencenzo;current roster;0;0;1;0;0;0;Guaranteed;4675830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;2022-23;Milwaukee Bucks;Donte DiVencenzo;current roster;1;0;1;0;0;0;Qualifying Offer;6602272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692;2020-21;Milwaukee Bucks;Giannis Antetokounmpo;current roster;0;0;1;0;0;0;Guaranteed;27528088;203507;Giannis;Antetokounmpo;Antetokounmpo, Giannis;G. Antetokounmpo;giannis-antetokounmpo;6/12/1994 00:00;Filathlitikos;Greece;Filathlitikos/Greece;83;242;7;34;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;giannis_antetokounmpo;2013;2020;N;Y;Y;2013;1;15;29;6.4;11.7;;0.196
693;2021-22;Milwaukee Bucks;Giannis Antetokounmpo;current roster;0;0;1;0;0;0;Guaranteed;39344900;203507;Giannis;Antetokounmpo;Antetokounmpo, Giannis;G. Antetokounmpo;giannis-antetokounmpo;6/12/1994 00:00;Filathlitikos;Greece;Filathlitikos/Greece;83;242;7;34;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;giannis_antetokounmpo;2013;2020;N;Y;Y;2013;1;15;29;6.4;11.7;;0.196
694;2022-23;Milwaukee Bucks;Giannis Antetokounmpo;current roster;0;0;1;0;0;0;Guaranteed;42492492;203507;Giannis;Antetokounmpo;Antetokounmpo, Giannis;G. Antetokounmpo;giannis-antetokounmpo;6/12/1994 00:00;Filathlitikos;Greece;Filathlitikos/Greece;83;242;7;34;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;giannis_antetokounmpo;2013;2020;N;Y;Y;2013;1;15;29;6.4;11.7;;0.196
695;2023-24;Milwaukee Bucks;Giannis Antetokounmpo;current roster;0;0;1;0;0;0;Guaranteed;45640676;203507;Giannis;Antetokounmpo;Antetokounmpo, Giannis;G. Antetokounmpo;giannis-antetokounmpo;6/12/1994 00:00;Filathlitikos;Greece;Filathlitikos/Greece;83;242;7;34;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;giannis_antetokounmpo;2013;2020;N;Y;Y;2013;1;15;29;6.4;11.7;;0.196
696;2024-25;Milwaukee Bucks;Giannis Antetokounmpo;current roster;1;0;1;0;0;0;Guaranteed;48787676;203507;Giannis;Antetokounmpo;Antetokounmpo, Giannis;G. Antetokounmpo;giannis-antetokounmpo;6/12/1994 00:00;Filathlitikos;Greece;Filathlitikos/Greece;83;242;7;34;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;giannis_antetokounmpo;2013;2020;N;Y;Y;2013;1;15;29;6.4;11.7;;0.196
697;2020-21;Milwaukee Bucks;Jeff Teague;current roster;1;0;1;0;0;0;Guaranteed;510589;201952;Jeff;Teague;Teague, Jeff;J. Teague;jeff-teague;10/06/1988 00:00;Wake Forest;USA;Wake Forest/USA;75;195;11;55;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;jeff_teague;2009;2020;N;Y;Y;2009;1;19;6.6;2.2;1.6;;0.068
698;2020-21;Milwaukee Bucks;Jon Leuer;W;0;0;0;0;0;0;Not With Team;3169348;202720;Jon;Leuer;Leuer, Jon;J. Leuer;jon-leuer;14/05/1989 00:00;Wisconsin;USA;Wisconsin/USA;82;228;8;30;Forward;Inactive;N;1610612765;Pistons;DET;pistons;Detroit;jon_leuer;2011;2018;Y;Y;Y;2011;2;40;6.4;0.8;3.8;0;
699;2021-22;Milwaukee Bucks;Jon Leuer;W;0;0;0;0;0;0;Not With Team;3169347;202720;Jon;Leuer;Leuer, Jon;J. Leuer;jon-leuer;14/05/1989 00:00;Wisconsin;USA;Wisconsin/USA;82;228;8;30;Forward;Inactive;N;1610612765;Pistons;DET;pistons;Detroit;jon_leuer;2011;2018;Y;Y;Y;2011;2;40;6.4;0.8;3.8;0;
700;2020-21;Milwaukee Bucks;Jordan Nwora;current roster;0;0;1;0;0;0;Guaranteed;898310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
701;2021-22;Milwaukee Bucks;Jordan Nwora;current roster;0;0;1;1;0;0;Non-Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
702;2022-23;Milwaukee Bucks;Jordan Nwora;current roster;1;0;1;0;0;0;Qualifying Offer;1919247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703;2020-21;Milwaukee Bucks;Jrue Holiday;current roster;0;0;1;0;0;0;Guaranteed;25876111;201950;Jrue;Holiday;Holiday, Jrue;J. Holiday;jrue-holiday;12/06/1990 00:00;UCLA;USA;UCLA/USA;75;205;11;21;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;jrue_holiday;2009;2020;N;Y;Y;2009;1;17;15.9;5.2;4.6;;0.118
704;2021-22;Milwaukee Bucks;Jrue Holiday;current roster;0;0;1;0;0;0;Guaranteed;31051333;201950;Jrue;Holiday;Holiday, Jrue;J. Holiday;jrue-holiday;12/06/1990 00:00;UCLA;USA;UCLA/USA;75;205;11;21;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;jrue_holiday;2009;2020;N;Y;Y;2009;1;17;15.9;5.2;4.6;;0.118
705;2022-23;Milwaukee Bucks;Jrue Holiday;current roster;0;0;1;0;0;0;Guaranteed;33535440;201950;Jrue;Holiday;Holiday, Jrue;J. Holiday;jrue-holiday;12/06/1990 00:00;UCLA;USA;UCLA/USA;75;205;11;21;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;jrue_holiday;2009;2020;N;Y;Y;2009;1;17;15.9;5.2;4.6;;0.118
706;2023-24;Milwaukee Bucks;Jrue Holiday;current roster;0;0;1;0;0;0;Guaranteed;36019547;201950;Jrue;Holiday;Holiday, Jrue;J. Holiday;jrue-holiday;12/06/1990 00:00;UCLA;USA;UCLA/USA;75;205;11;21;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;jrue_holiday;2009;2020;N;Y;Y;2009;1;17;15.9;5.2;4.6;;0.118
707;2024-25;Milwaukee Bucks;Jrue Holiday;current roster;1;0;1;0;0;1;Player Option;38503654;201950;Jrue;Holiday;Holiday, Jrue;J. Holiday;jrue-holiday;12/06/1990 00:00;UCLA;USA;UCLA/USA;75;205;11;21;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;jrue_holiday;2009;2020;N;Y;Y;2009;1;17;15.9;5.2;4.6;;0.118
708;2020-21;Milwaukee Bucks;Khris Middleton;current roster;0;0;1;0;0;0;Guaranteed;33051724;203114;Khris;Middleton;Middleton, Khris;K. Middleton;khris-middleton;12/08/1991 00:00;Texas A&M;USA;Texas A&M/USA;79;222;8;22;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;khris_middleton;2012;2020;Y;Y;Y;2012;2;39;20.4;5.5;6;;0.127
709;2021-22;Milwaukee Bucks;Khris Middleton;current roster;0;0;1;0;0;0;Guaranteed;35500000;203114;Khris;Middleton;Middleton, Khris;K. Middleton;khris-middleton;12/08/1991 00:00;Texas A&M;USA;Texas A&M/USA;79;222;8;22;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;khris_middleton;2012;2020;Y;Y;Y;2012;2;39;20.4;5.5;6;;0.127
710;2022-23;Milwaukee Bucks;Khris Middleton;current roster;0;0;1;0;0;0;Guaranteed;37948276;203114;Khris;Middleton;Middleton, Khris;K. Middleton;khris-middleton;12/08/1991 00:00;Texas A&M;USA;Texas A&M/USA;79;222;8;22;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;khris_middleton;2012;2020;Y;Y;Y;2012;2;39;20.4;5.5;6;;0.127
711;2023-24;Milwaukee Bucks;Khris Middleton;current roster;1;0;1;0;0;1;Player Option;40396552;203114;Khris;Middleton;Middleton, Khris;K. Middleton;khris-middleton;12/08/1991 00:00;Texas A&M;USA;Texas A&M/USA;79;222;8;22;Forward;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;khris_middleton;2012;2020;Y;Y;Y;2012;2;39;20.4;5.5;6;;0.127
712;2020-21;Milwaukee Bucks;Larry Sanders;W;0;0;0;0;0;0;Not With Team;1865546;202336;Larry;Sanders;Sanders, Larry;L. Sanders;larry-sanders;21/11/1988 00:00;Va Commonwealth;USA;Virginia Commonwealth/USA;83;230;5;;Forward-Center;Inactive;N;0;;;;;larry_sanders;2010;2016;Y;Y;Y;2010;1;15;6.4;0.7;5.7;0;
713;2021-22;Milwaukee Bucks;Larry Sanders;W;0;0;0;0;0;0;Not With Team;1865547;202336;Larry;Sanders;Sanders, Larry;L. Sanders;larry-sanders;21/11/1988 00:00;Va Commonwealth;USA;Virginia Commonwealth/USA;83;230;5;;Forward-Center;Inactive;N;0;;;;;larry_sanders;2010;2016;Y;Y;Y;2010;1;15;6.4;0.7;5.7;0;
714;2020-21;Milwaukee Bucks;Pat Connaughton;current roster;0;0;1;0;0;0;Guaranteed;4938273;1626192;Pat;Connaughton;Connaughton, Pat;P. Connaughton;pat-connaughton;6/01/1993 00:00;Notre Dame;USA;Notre Dame/USA;77;209;5;24;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;pat_connaughton;2015;2020;N;Y;Y;2015;2;41;6.9;1.3;4.5;;0.082
715;2021-22;Milwaukee Bucks;Pat Connaughton;current roster;0;0;1;0;0;0;Guaranteed;5333334;1626192;Pat;Connaughton;Connaughton, Pat;P. Connaughton;pat-connaughton;6/01/1993 00:00;Notre Dame;USA;Notre Dame/USA;77;209;5;24;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;pat_connaughton;2015;2020;N;Y;Y;2015;2;41;6.9;1.3;4.5;;0.082
